participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"1111",1,1,1,138,Figure S139.png,"угрожающий","Напряжение, настороженность, скованность",1336,2026-06-30T14:20:46.196Z,"Мужской","28"
"1111",1,2,1,110,Figure S111.png,"игривый","Интерес, радость, предвосхищение",175,2026-06-30T14:20:47.532Z,"Мужской","28"
"1111",1,3,1,1,Figure S2.png,"обвиняющий","Беспокойство, вина, тревога",176,2026-06-30T14:20:47.708Z,"Мужской","28"
"1111",1,4,1,2,Figure S3.png,"любящий","Тепло, нежность, лёгкая тревога",192,2026-06-30T14:20:47.884Z,"Мужской","28"
"1111",1,1,0,139,Figure S140.png,,,207,2026-06-30T14:20:48.076Z,"Мужской","28"
"1111",1,2,0,10,Figure S11.png,,,224,2026-06-30T14:20:48.284Z,"Мужской","28"
"1111",1,3,0,28,Figure S29.png,,,216,2026-06-30T14:20:48.508Z,"Мужской","28"
"1111",1,4,0,23,Figure S24.png,,,232,2026-06-30T14:20:48.724Z,"Мужской","28"
"1111",1,5,0,45,Figure S46.png,,,248,2026-06-30T14:20:48.956Z,"Мужской","28"
"1111",1,6,0,76,Figure S77.png,,,216,2026-06-30T14:20:49.204Z,"Мужской","28"
"1111",1,7,0,98,Figure S99.png,,,216,2026-06-30T14:20:49.420Z,"Мужской","28"
"1111",1,8,0,116,Figure S117.png,,,224,2026-06-30T14:20:49.636Z,"Мужской","28"
"1111",1,9,0,54,Figure S55.png,,,208,2026-06-30T14:20:49.860Z,"Мужской","28"
"1111",1,10,0,93,Figure S94.png,,,224,2026-06-30T14:20:50.068Z,"Мужской","28"
"1111",1,11,0,38,Figure S39.png,,,192,2026-06-30T14:20:50.292Z,"Мужской","28"
"1111",1,12,0,99,Figure S100.png,,,200,2026-06-30T14:20:50.484Z,"Мужской","28"
"1111",1,13,0,47,Figure S48.png,,,400,2026-06-30T14:20:50.684Z,"Мужской","28"
"1111",1,14,0,126,Figure S127.png,,,192,2026-06-30T14:20:51.084Z,"Мужской","28"
"1111",1,15,0,36,Figure S37.png,,,200,2026-06-30T14:20:51.276Z,"Мужской","28"
"1111",1,16,0,112,Figure S113.png,,,208,2026-06-30T14:20:51.476Z,"Мужской","28"
"1111",1,17,0,68,Figure S69.png,,,184,2026-06-30T14:20:51.684Z,"Мужской","28"
"1111",1,18,0,12,Figure S13.png,,,288,2026-06-30T14:20:51.868Z,"Мужской","28"
"1111",1,19,0,74,Figure S75.png,,,360,2026-06-30T14:20:52.156Z,"Мужской","28"
"1111",1,20,0,127,Figure S128.png,,,312,2026-06-30T14:20:52.516Z,"Мужской","28"
"1111",1,21,0,90,Figure S91.png,,,312,2026-06-30T14:20:52.828Z,"Мужской","28"
"1111",1,22,0,140,Figure S141.png,,,632,2026-06-30T14:20:53.140Z,"Мужской","28"
"1111",1,23,0,78,Figure S79.png,,,16360,2026-06-30T14:20:53.772Z,"Мужской","28"
"1111",1,24,0,63,Figure S64.png,,"sd",3472,2026-06-30T14:21:10.132Z,"Мужской","28"
