participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"180184",4,1,0,92,Figure S93.png,"преданный","уважение",47714,2026-07-12T21:36:47.996Z,"Женский","42"
"180184",4,2,0,134,Figure S135.png,"испуганный","сочувствие, жалость",31654,2026-07-12T21:37:35.711Z,"Женский","42"
"180184",4,3,0,41,Figure S42.png,"влюбленный","симпатия",40712,2026-07-12T21:38:07.365Z,"Женский","42"
"180184",4,4,0,119,Figure S120.png,"хитрый","умиление",19101,2026-07-12T21:38:48.077Z,"Женский","42"
"180184",4,5,0,83,Figure S84.png,"просящий","жалость",35156,2026-07-12T21:39:07.179Z,"Женский","42"
"180184",4,6,0,91,Figure S92.png,,,11394,2026-07-12T21:39:42.335Z,"Женский","42"
"180184",4,7,0,53,Figure S54.png,"разочарованный","сочуствие",21717,2026-07-12T21:39:53.729Z,"Женский","42"
"180184",4,8,0,122,Figure S123.png,"любование","умиление",15720,2026-07-12T21:40:15.447Z,"Женский","42"
"180184",4,9,0,40,Figure S41.png,"застопоренный","напряжение",13744,2026-07-12T21:41:11.721Z,"Женский","42"
"180184",4,10,0,30,Figure S31.png,"удивленный","интерес",18160,2026-07-12T21:41:25.465Z,"Женский","42"
"180184",4,11,0,87,Figure S88.png,"сомневающийся","любопытство",22584,2026-07-12T21:41:43.626Z,"Женский","42"
"180184",4,12,0,133,Figure S134.png,"ошеломленный","удивление, интерес",29204,2026-07-12T21:42:06.211Z,"Женский","42"
"180184",4,13,0,126,Figure S127.png,,,102,2026-07-12T21:42:35.415Z,"Женский","42"
"180184",4,14,0,25,Figure S26.png,"осуждающий","раздражение",31734,2026-07-12T21:42:35.517Z,"Женский","42"
"180184",4,15,0,127,Figure S128.png,"давящий","вина, смущение",32732,2026-07-12T21:43:07.251Z,"Женский","42"
"180184",4,16,0,117,Figure S118.png,"сожалеющий","печаль",20066,2026-07-12T21:43:39.983Z,"Женский","42"
"180184",4,17,0,73,Figure S74.png,"влюбленный","интерес",16782,2026-07-12T21:44:00.049Z,"Женский","42"
"180184",4,18,0,132,Figure S133.png,"ужасающийся","напряжение",32511,2026-07-12T21:44:16.832Z,"Женский","42"
"180184",4,19,0,31,Figure S32.png,"внимательный",,72862,2026-07-12T21:44:49.343Z,"Женский","42"
"180184",4,20,0,35,Figure S36.png,"жалостливый","печаль",24237,2026-07-12T21:46:02.205Z,"Женский","42"
"180184",4,21,0,142,Figure S143.png,"разочарованный","печаль",16636,2026-07-12T21:46:26.443Z,"Женский","42"
"180184",4,22,0,54,Figure S55.png,"презерающий","настороженность",33769,2026-07-12T21:46:43.080Z,"Женский","42"
"180184",4,23,0,109,Figure S110.png,"восторг","оживление",18444,2026-07-12T21:47:16.849Z,"Женский","42"
"180184",4,24,0,46,Figure S47.png,"умиленный","любование",28101,2026-07-12T21:47:35.293Z,"Женский","42"
