participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"180184",2,1,0,103,Figure S104.png,"задумчивый","любопытство, интерес",42876,2026-07-12T11:15:22.523Z,"Женский","42"
"180184",2,2,0,114,Figure S115.png,"сожалеющий","досада, грусть",29827,2026-07-12T11:16:05.400Z,"Женский","42"
"180184",2,3,0,107,Figure S108.png,"вовлеченный","интерес",61511,2026-07-12T11:16:35.227Z,"Женский","42"
"180184",2,4,0,20,Figure S21.png,"грустный","печаль",135429,2026-07-12T11:17:36.738Z,"Женский","42"
"180184",2,5,0,95,Figure S96.png,"опечаленный","грусть, жалость",23816,2026-07-12T11:19:52.168Z,"Женский","42"
"180184",2,6,0,7,Figure S8.png,"возмущенный","настороженность, изумление",60028,2026-07-12T11:21:57.733Z,"Женский","42"
"180184",2,7,0,96,Figure S97.png,"хитрый","интерес,",19456,2026-07-12T11:22:57.761Z,"Женский","42"
"180184",2,8,0,121,Figure S122.png,"располагающий","удовольствие",44842,2026-07-12T11:23:17.218Z,"Женский","42"
"180184",2,9,0,143,Figure S144.png,"озабоченный","длсада,сожаление",454396,2026-07-12T11:24:02.061Z,"Женский","42"
"180184",2,10,0,137,Figure S138.png,"обвиняющий","испуг, недоумение",42158,2026-07-12T11:31:36.457Z,"Женский","42"
"180184",2,11,0,8,Figure S9.png,"ужасающийся","боль, сочувствие , жалость",41870,2026-07-12T11:32:18.616Z,"Женский","42"
"180184",2,12,0,47,Figure S48.png,"сосредоточенный","напряжение",110968,2026-07-12T11:33:00.487Z,"Женский","42"
"180184",2,13,0,85,Figure S86.png,"жалостливый","сожаление",464993,2026-07-12T11:34:51.456Z,"Женский","42"
"180184",2,14,0,49,Figure S50.png,"обвиненный","печаль, досада",122736,2026-07-12T11:42:36.449Z,"Женский","42"
"180184",2,15,0,141,Figure S142.png,"недовольный","интерес, жалость",70289,2026-07-12T11:44:39.185Z,"Женский","42"
"180184",2,16,0,90,Figure S91.png,"контролирующий","озабоченность, неловкость",42720,2026-07-12T11:45:49.475Z,"Женский","42"
"180184",2,17,0,68,Figure S69.png,"наблюдающий","живость, интерес, отрада",27565,2026-07-12T11:46:32.195Z,"Женский","42"
"180184",2,18,0,138,Figure S139.png,"наказывающий","неловкость, смущение, возмущение",42286,2026-07-12T11:46:59.761Z,"Женский","42"
"180184",2,19,0,124,Figure S125.png,"озадвченный","настороженность",897663,2026-07-12T11:47:42.047Z,"Женский","42"
"180184",2,20,0,5,Figure S6.png,"влюбленный","интерес",39835,2026-07-12T12:02:39.710Z,"Женский","42"
"180184",2,21,0,86,Figure S87.png,"наблдающий","интерес,",51597,2026-07-12T12:03:19.546Z,"Женский","42"
"180184",2,22,0,29,Figure S30.png,"ошеломленный","сожаление",27248,2026-07-12T12:04:11.143Z,"Женский","42"
"180184",2,23,0,57,Figure S58.png,"осуждающий","напряжение",13618,2026-07-12T12:04:38.392Z,"Женский","42"
"180184",2,24,0,0,Figure S1.png,"подозрительный","смущение",18351,2026-07-12T12:04:52.010Z,"Женский","42"
