participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"agent_1782728600935",1,1,1,0,Figure S1.png,"NNNN","NNNN",1671,2026-06-29T10:36:51.093Z,"Мужской","25"
"agent_1782728600935",1,2,1,1,Figure S2.png,"NNNN","NNNN",1235,2026-06-29T10:36:52.798Z,"Мужской","25"
"agent_1782728600935",1,3,1,2,Figure S3.png,"NNNN","NNNN",1532,2026-06-29T10:36:54.035Z,"Мужской","25"
"agent_1782728600935",1,1,0,84,Figure S85.png,"напряженный","тревога",2042,2026-06-29T10:36:55.567Z,"Мужской","25"
"agent_1782728600935",1,2,0,54,Figure S55.png,"доброжелательный","напряжение",1753,2026-06-29T10:36:57.615Z,"Мужской","25"
"agent_1782728600935",1,3,0,7,Figure S8.png,"строгий","спокойствие",2987,2026-06-29T10:36:59.370Z,"Мужской","25"
"agent_1782728600935",1,4,0,44,Figure S45.png,"доброжелательный","любопытство",2559,2026-06-29T10:37:02.358Z,"Мужской","25"
"agent_1782728600935",1,5,0,125,Figure S126.png,"спокойный","грусть",2289,2026-06-29T10:37:04.918Z,"Мужской","25"
"agent_1782728600935",1,6,0,126,Figure S127.png,"печальный","грусть",2160,2026-06-29T10:37:07.208Z,"Мужской","25"
"agent_1782728600935",1,7,0,110,Figure S111.png,"грустный","безразличие",1832,2026-06-29T10:37:09.369Z,"Мужской","25"
"agent_1782728600935",1,8,0,128,Figure S129.png,"сердитый","безразличие",1863,2026-06-29T10:37:11.201Z,"Мужской","25"
"agent_1782728600935",1,9,0,113,Figure S114.png,"задумчивый","тревога",1915,2026-06-29T10:37:13.065Z,"Мужской","25"
"agent_1782728600935",1,10,0,72,Figure S73.png,"испуганный","напряжение",2161,2026-06-29T10:37:14.981Z,"Мужской","25"
"agent_1782728600935",1,11,0,94,Figure S95.png,"усталый","тревога",1895,2026-06-29T10:37:17.143Z,"Мужской","25"
"agent_1782728600935",1,12,0,103,Figure S104.png,"задумчивый","любопытство",2141,2026-06-29T10:37:19.039Z,"Мужской","25"
"agent_1782728600935",1,13,0,49,Figure S50.png,"растерянный","жалость",1818,2026-06-29T10:37:21.181Z,"Мужской","25"
"agent_1782728600935",1,14,0,87,Figure S88.png,"строгий","тревога",1837,2026-06-29T10:37:23.000Z,"Мужской","25"
"agent_1782728600935",1,15,0,138,Figure S139.png,"спокойный","уважение",2181,2026-06-29T10:37:24.838Z,"Мужской","25"
"agent_1782728600935",1,16,0,39,Figure S40.png,"напряженный","симпатия",2298,2026-06-29T10:37:27.019Z,"Мужской","25"
"agent_1782728600935",1,17,0,86,Figure S87.png,"растерянный","напряжение",1809,2026-06-29T10:37:29.318Z,"Мужской","25"
"agent_1782728600935",1,18,0,45,Figure S46.png,"удивленный","опасение",2275,2026-06-29T10:37:31.127Z,"Мужской","25"
"agent_1782728600935",1,19,0,133,Figure S134.png,"радостный","напряжение",2219,2026-06-29T10:37:33.403Z,"Мужской","25"
"agent_1782728600935",1,20,0,119,Figure S120.png,"строгий","напряжение",2484,2026-06-29T10:37:35.623Z,"Мужской","25"
"agent_1782728600935",1,21,0,108,Figure S109.png,"напряженный","опасение",1859,2026-06-29T10:37:38.108Z,"Мужской","25"
"agent_1782728600935",1,22,0,78,Figure S79.png,"грустный","спокойствие",1819,2026-06-29T10:37:39.968Z,"Мужской","25"
"agent_1782728600935",1,23,0,131,Figure S132.png,"уверенный","жалость",2293,2026-06-29T10:37:41.788Z,"Мужской","25"
"agent_1782728600935",1,24,0,142,Figure S143.png,"растерянный","симпатия",3559,2026-06-29T10:37:44.082Z,"Мужской","25"
