participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"agent_1782728600935",3,1,0,96,Figure S97.png,"печальный","спокойствие",2083,2026-06-29T10:42:30.702Z,"Мужской","25"
"agent_1782728600935",3,2,0,2,Figure S3.png,"задумчивый","любопытство",1311,2026-06-29T10:42:32.791Z,"Мужской","25"
"agent_1782728600935",3,3,0,30,Figure S31.png,"задумчивый","симпатия",972,2026-06-29T10:42:34.104Z,"Мужской","25"
"agent_1782728600935",3,4,0,69,Figure S70.png,"радостный","уважение",1212,2026-06-29T10:42:35.077Z,"Мужской","25"
"agent_1782728600935",3,5,0,129,Figure S130.png,"испуганный","грусть",1139,2026-06-29T10:42:36.292Z,"Мужской","25"
"agent_1782728600935",3,6,0,89,Figure S90.png,"строгий","безразличие",757,2026-06-29T10:42:37.433Z,"Мужской","25"
"agent_1782728600935",3,7,0,100,Figure S101.png,"спокойный","симпатия",1017,2026-06-29T10:42:38.192Z,"Мужской","25"
"agent_1782728600935",3,8,0,83,Figure S84.png,"задумчивый","тревога",1057,2026-06-29T10:42:39.210Z,"Мужской","25"
"agent_1782728600935",3,9,0,16,Figure S17.png,"радостный","удивление",1003,2026-06-29T10:42:40.268Z,"Мужской","25"
"agent_1782728600935",3,10,0,21,Figure S22.png,"строгий","интерес",988,2026-06-29T10:42:41.273Z,"Мужской","25"
"agent_1782728600935",3,11,0,63,Figure S64.png,"радостный","напряжение",1154,2026-06-29T10:42:42.263Z,"Мужской","25"
"agent_1782728600935",3,12,0,52,Figure S53.png,"задумчивый","симпатия",1119,2026-06-29T10:42:43.418Z,"Мужской","25"
"agent_1782728600935",3,13,0,10,Figure S11.png,"напряженный","опасение",1662,2026-06-29T10:42:44.540Z,"Мужской","25"
"agent_1782728600935",3,14,0,58,Figure S59.png,"высокомерный","напряжение",1715,2026-06-29T10:42:46.204Z,"Мужской","25"
"agent_1782728600935",3,15,0,36,Figure S37.png,"печальный","сопереживание",1024,2026-06-29T10:42:47.920Z,"Мужской","25"
"agent_1782728600935",3,16,0,118,Figure S119.png,"грустный","удивление",1125,2026-06-29T10:42:48.945Z,"Мужской","25"
"agent_1782728600935",3,17,0,34,Figure S35.png,"грустный","безразличие",1119,2026-06-29T10:42:50.072Z,"Мужской","25"
"agent_1782728600935",3,18,0,80,Figure S81.png,"радостный","удивление",1033,2026-06-29T10:42:51.192Z,"Мужской","25"
"agent_1782728600935",3,19,0,121,Figure S122.png,"усталый","симпатия",1047,2026-06-29T10:42:52.227Z,"Мужской","25"
"agent_1782728600935",3,20,0,29,Figure S30.png,"растерянный","грусть",992,2026-06-29T10:42:53.276Z,"Мужской","25"
"agent_1782728600935",3,21,0,102,Figure S103.png,"усталый","спокойствие",1100,2026-06-29T10:42:54.270Z,"Мужской","25"
"agent_1782728600935",3,22,0,40,Figure S41.png,"растерянный","тревога",1080,2026-06-29T10:42:55.371Z,"Мужской","25"
"agent_1782728600935",3,23,0,19,Figure S20.png,"доброжелательный","спокойствие",1143,2026-06-29T10:42:56.453Z,"Мужской","25"
"agent_1782728600935",3,24,0,139,Figure S140.png,"задумчивый","симпатия",1221,2026-06-29T10:42:57.597Z,"Мужской","25"
