participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"180184",6,1,0,67,Figure S68.png,"влюбленный","умиление",56413,2026-07-12T22:35:03.565Z,"Женский","42"
"180184",6,2,0,128,Figure S129.png,"осуждающий","напряжение",18288,2026-07-12T22:35:59.978Z,"Женский","42"
"180184",6,3,0,50,Figure S51.png,"грустный","печаль",17565,2026-07-12T22:36:18.267Z,"Женский","42"
"180184",6,4,0,94,Figure S95.png,"стыдящий","смущение",15553,2026-07-12T22:36:35.833Z,"Женский","42"
"180184",6,5,0,23,Figure S24.png,"винящийся","жалость",25194,2026-07-12T22:36:51.386Z,"Женский","42"
"180184",6,6,0,24,Figure S25.png,"сожалеющий","сочувствие",21833,2026-07-12T22:37:16.581Z,"Женский","42"
"180184",6,7,0,72,Figure S73.png,"интересующийся","интерес",27120,2026-07-12T22:37:38.414Z,"Женский","42"
"180184",6,8,0,16,Figure S17.png,"восторженный","азард, восторг",25250,2026-07-12T22:38:05.534Z,"Женский","42"
"180184",6,9,0,116,Figure S117.png,"высокомерный","недоверие",88200,2026-07-12T22:38:30.786Z,"Женский","42"
"180184",6,10,0,101,Figure S102.png,"напуганный","сочувствие, жалость",29264,2026-07-12T22:39:58.986Z,"Женский","42"
"180184",6,11,0,3,Figure S4.png,"влюбленный","симпатия",30511,2026-07-12T22:40:28.250Z,"Женский","42"
"180184",6,12,0,1,Figure S2.png,"недовольный","разочарование",22335,2026-07-12T22:40:58.762Z,"Женский","42"
"180184",6,13,0,36,Figure S37.png,"любезный","умиление",176043,2026-07-12T22:41:21.097Z,"Женский","42"
"180184",6,14,0,115,Figure S116.png,"горюющий","печаль",16097,2026-07-12T22:44:17.140Z,"Женский","42"
"180184",6,15,0,33,Figure S34.png,"расстроенный","жалость",23867,2026-07-12T22:44:33.237Z,"Женский","42"
"180184",6,16,0,38,Figure S39.png,,,4617,2026-07-12T22:44:57.104Z,"Женский","42"
"180184",6,17,0,18,Figure S19.png,"разочарованный","досада",45047,2026-07-12T22:45:01.721Z,"Женский","42"
"180184",6,18,0,4,Figure S5.png,"влюбленный","радость",16631,2026-07-12T22:45:46.768Z,"Женский","42"
"180184",6,19,0,55,Figure S56.png,"недоверчивый","настороженность, интерес",26021,2026-07-12T22:46:03.399Z,"Женский","42"
"180184",6,20,0,62,Figure S63.png,"сомневающийся","любопытство,",22144,2026-07-12T22:46:29.421Z,"Женский","42"
"180184",6,21,0,32,Figure S33.png,"наблюдающий","напряжение, интерес",29975,2026-07-12T22:46:51.565Z,"Женский","42"
"180184",6,22,0,11,Figure S12.png,"ошеломленный","настороженность,",29021,2026-07-12T22:47:21.540Z,"Женский","42"
"180184",6,23,0,104,Figure S105.png,"недовольный","вина, смущение",25925,2026-07-12T22:47:50.561Z,"Женский","42"
"180184",6,24,0,70,Figure S71.png,"влюбленный","интерес",21007,2026-07-12T22:48:16.486Z,"Женский","42"
