participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"180184",3,1,0,71,Figure S72.png,"хитрый","улыбка, возбуждение, интерес",41635,2026-07-12T12:05:31.050Z,"Женский","42"
"180184",3,2,0,6,Figure S7.png,"паникующий","испуг",43605,2026-07-12T12:06:12.685Z,"Женский","42"
"180184",3,3,0,17,Figure S18.png,"радостный","удивление, восторг",19509,2026-07-12T12:06:56.290Z,"Женский","42"
"180184",3,4,0,75,Figure S76.png,"умиляющийся","трепет",18947,2026-07-12T12:07:15.799Z,"Женский","42"
"180184",3,5,0,76,Figure S77.png,"интересующийся","умиление, интерес",55948,2026-07-12T12:07:34.747Z,"Женский","42"
"180184",3,6,0,58,Figure S59.png,"надменный","напряжение",20487,2026-07-12T12:08:30.695Z,"Женский","42"
"180184",3,7,0,44,Figure S45.png,"обвиняющий","напряжение",2392165,2026-07-12T12:08:51.182Z,"Женский","42"
"180184",3,8,0,108,Figure S109.png,"лукавый","любопвтство",54052,2026-07-12T12:48:43.349Z,"Женский","42"
"180184",3,9,0,64,Figure S65.png,"игривый","радость, интерес",15096,2026-07-12T12:49:37.401Z,"Женский","42"
"180184",3,10,0,52,Figure S53.png,"расстроенный","печаль",18747,2026-07-12T12:49:52.498Z,"Женский","42"
"180184",3,11,0,48,Figure S49.png,"сосредоточенный","интерес, радость",75285,2026-07-12T12:50:11.245Z,"Женский","42"
"180184",3,12,0,111,Figure S112.png,"сомневающийся","любопытство",83107,2026-07-12T12:51:26.531Z,"Женский","42"
"180184",3,13,0,120,Figure S121.png,"влюбленный","умиление",47049,2026-07-12T12:52:49.638Z,"Женский","42"
"180184",3,14,0,84,Figure S85.png,"изумленный","досада, настороженность",43624,2026-07-12T12:53:36.688Z,"Женский","42"
"180184",3,15,0,79,Figure S80.png,"критикующий","раздражение, недовольство",38079,2026-07-12T12:54:20.312Z,"Женский","42"
"180184",3,16,0,15,Figure S16.png,"переживающий","озадаченность",68215,2026-07-12T12:54:58.391Z,"Женский","42"
"180184",3,17,0,61,Figure S62.png,"безразличие","спокойствие",1310171,2026-07-12T12:56:06.609Z,"Женский","42"
"180184",3,18,0,2,Figure S3.png,"умиляющийся","трепет",25124,2026-07-12T13:17:56.781Z,"Женский","42"
"180184",3,19,0,140,Figure S141.png,"рассерженный",,55383,2026-07-12T13:18:21.906Z,"Женский","42"
"180184",3,20,0,81,Figure S82.png,"изумленный","интерес",26325,2026-07-12T13:19:17.290Z,"Женский","42"
"180184",3,21,0,34,Figure S35.png,"зачарованный","спокойствие",81600,2026-07-12T13:19:43.615Z,"Женский","42"
"180184",3,22,0,22,Figure S23.png,"высокомерный",,35214,2026-07-12T13:21:05.216Z,"Женский","42"
"180184",3,23,0,99,Figure S100.png,"ужасающийся","боль",24831,2026-07-12T13:21:40.430Z,"Женский","42"
"180184",3,24,0,93,Figure S94.png,"презрительный","раздражение",20312,2026-07-12T13:22:05.262Z,"Женский","42"
